source,title,company,experience,salary,location,skills,posted,job_link,search_query,scraped_at,title_clean,job_category,exp_min_years,is_fresher_friendly,salary_clean,skills_list,skills_clean,skills_list_str
Naukri,Data Analyst,Famyshine,2-5 Yrs,Not Disclosed,Pune(Narhe),"Operations Research, Marketing Analytics, Statistics, Data Analytics, Operations Analytics, Power Bi, Artificial Intelligence, Machine Learning",3 weeks ago,https://www.naukri.com/job-listings-data-analyst-famyshine-pune-2-to-5-years-070426018814,Data Analyst,2026-04-29 17:11:42,data analyst,Data Analyst,2.0,False,,"['operations research', 'marketing analytics', 'statistics', 'data analytics', 'operations analytics', 'power bi', 'artificial intelligence', 'machine learning']","operations research, marketing analytics, statistics, data analytics, operations analytics, power bi, artificial intelligence, machine learning","operations research, marketing analytics, statistics, data analytics, operations analytics, power bi, artificial intelligence, machine learning"
Naukri,Data Analyst,Caliche,3-6 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-caliche-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-061124503717,Data Analyst,2026-04-29 17:11:43,data analyst,Data Analyst,3.0,False,,"['metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration', 'data mining']","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Naukri,HRIS & Data Integration Analyst,Propark Mobility,2-3 Yrs,Not Disclosed,Remote,"English Writing, Spoken English, Hris Systems, Adp Workforce Now, Kronos, Data integration, Writing, Data analysis",1 day ago,https://www.naukri.com/job-listings-hris-data-integration-analyst-propark-mobility-pune-2-to-3-years-110226000358,Data Analyst,2026-04-29 17:11:43,hris & data integration analyst,Other,2.0,False,,"['english writing', 'spoken english', 'hris systems', 'adp workforce now', 'kronos', 'data integration', 'writing', 'data analysis']","english writing, spoken english, hris systems, adp workforce now, kronos, data integration, writing, data analysis","english writing, spoken english, hris systems, adp workforce now, kronos, data integration, writing, data analysis"
Naukri,Data Analyst,Elintex Technologies,6-10 Yrs,7.5-17.5 Lacs PA,Pune,"Aml, Fraud Analysis, Data Analysis, Data Visualization, SQL, Data Mining, Data Analytics, ETL",2 weeks ago,https://www.naukri.com/job-listings-data-analyst-elintex-technologies-pune-6-to-10-years-130426018831,Data Analyst,2026-04-29 17:11:43,data analyst,Data Analyst,6.0,False,7.5-17.5 Lacs PA,"['aml', 'fraud analysis', 'data analysis', 'data visualization', 'sql', 'data mining', 'data analytics', 'etl']","aml, fraud analysis, data analysis, data visualization, sql, data mining, data analytics, etl","aml, fraud analysis, data analysis, data visualization, sql, data mining, data analytics, etl"
Naukri,Data Verification Analyst,Foundation Ai,0-5 Yrs,Not Disclosed,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago,https://www.naukri.com/job-listings-data-verification-analyst-foundation-ai-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-5-years-101224501433,Data Analyst,2026-04-29 17:11:43,data verification analyst,Other,0.0,True,,"['metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration', 'data mining']","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Naukri,Data Analyst,Integrichain,2-4 Yrs,Not Disclosed,Pune,"Analytical skills, QA, Manager Quality Assurance, Excel, Time management, Pharma, Product sales, Data Analyst",6 days ago,https://www.naukri.com/job-listings-data-analyst-integrichain-pune-2-to-4-years-230426502781,Data Analyst,2026-04-29 17:11:44,data analyst,Data Analyst,2.0,False,,"['analytical skills', 'qa', 'manager quality assurance', 'excel', 'time management', 'pharma', 'product sales', 'data analyst']","analytical skills, qa, manager quality assurance, excel, time management, pharma, product sales, data analyst","analytical skills, qa, manager quality assurance, excel, time management, pharma, product sales, data analyst"
Naukri,Cloud Data Analyst,Jefferies Financial Group,7-12 Yrs,Not Disclosed,Pune,"Unix, Data analysis, Automation, Data modeling, Analytical, Social media, Investment banking, Business intelligence",1 week ago,https://www.naukri.com/job-listings-cloud-data-analyst-jefferies-group-llc-pune-7-to-12-years-170426500894,Data Analyst,2026-04-29 17:11:44,cloud data analyst,Data Analyst,7.0,False,,"['unix', 'data analysis', 'automation', 'data modeling', 'analytical', 'social media', 'investment banking', 'business intelligence']","unix, data analysis, automation, data modeling, analytical, social media, investment banking, business intelligence","unix, data analysis, automation, data modeling, analytical, social media, investment banking, business intelligence"
Naukri,Data Analyst,Ecolab Global Services,6-8 Yrs,Not Disclosed,Pune,"data analyst, data analysis, data systems, data governance, etl, elt, sql, System",1 week ago,https://www.naukri.com/job-listings-data-analyst-ecolab-global-services-private-limited-pune-6-to-8-years-210426932292,Data Analyst,2026-04-29 17:11:44,data analyst,Data Analyst,6.0,False,,"['data analyst', 'data analysis', 'data systems', 'data governance', 'etl', 'elt', 'sql', 'system']","data analyst, data analysis, data systems, data governance, etl, elt, sql, system","data analyst, data analysis, data systems, data governance, etl, elt, sql, system"
Naukri,Data Analyst,Freedom From Diabetes,3-8 Yrs,Not Disclosed,Pune,"Computer science, Automation, Data modeling, Analytical, Data processing, Data analytics, Data quality, Business intelligence",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-freedom-from-diabetes-pvt-ltd-pune-3-to-8-years-240326503473,Data Analyst,2026-04-29 17:11:44,data analyst,Data Analyst,3.0,False,,"['computer science', 'automation', 'data modeling', 'analytical', 'data processing', 'data analytics', 'data quality', 'business intelligence']","computer science, automation, data modeling, analytical, data processing, data analytics, data quality, business intelligence","computer science, automation, data modeling, analytical, data processing, data analytics, data quality, business intelligence"
Naukri,Data Analyst,AMS,4-9 Yrs,Not Disclosed,"Hybrid - Pune, Gurugram, Bengaluru","ETL, SQL, power BI, Tableau, Data, Data analysis, Bi",1 week ago,https://www.naukri.com/job-listings-data-analyst-ams-pune-gurugram-bengaluru-4-to-9-years-160426020198,Data Analyst,2026-04-29 17:11:45,data analyst,Data Analyst,4.0,False,,"['etl', 'sql', 'power bi', 'tableau', 'data', 'data analysis', 'bi']","etl, sql, power bi, tableau, data, data analysis, bi","etl, sql, power bi, tableau, data, data analysis, bi"
Naukri,Data Analyst,Dentsu Webchutney,3-8 Yrs,Not Disclosed,Pune,"business intelligence reporting, Database design, Analytical, DBMS, Data mining, Operations, Analytics, Reporting tools",1 week ago,https://www.naukri.com/job-listings-data-analyst-dentsu-inc-pune-3-to-8-years-160426504761,Data Analyst,2026-04-29 17:11:46,data analyst,Data Analyst,3.0,False,,"['business intelligence reporting', 'database design', 'analytical', 'dbms', 'data mining', 'operations', 'analytics', 'reporting tools']","business intelligence reporting, database design, analytical, dbms, data mining, operations, analytics, reporting tools","business intelligence reporting, database design, analytical, dbms, data mining, operations, analytics, reporting tools"
Naukri,Data Analyst,Kairos Technologies,8-13 Yrs,15-18 Lacs PA,"Hybrid - Pune, Hyderabad, Mumbai (All Areas)","Power Bi, Tableau, ETL, SQL, Python, Data, Bi, Data analysis",1 week ago,https://www.naukri.com/job-listings-data-analyst-kairos-technologies-hyderabad-pune-mumbai-all-areas-8-to-13-years-200426016029,Data Analyst,2026-04-29 17:11:46,data analyst,Data Analyst,8.0,False,15-18 Lacs PA,"['power bi', 'tableau', 'etl', 'sql', 'python', 'data', 'bi', 'data analysis']","power bi, tableau, etl, sql, python, data, bi, data analysis","power bi, tableau, etl, sql, python, data, bi, data analysis"
Naukri,Data Analyst,Spes Manning,4-8 Yrs,Not Disclosed,"Hybrid - Pune, Gurugram, Bengaluru","Pyspark, Data Analysis, SQL, Python, Data Analytics, Data Reporting, Analysis, Analytics",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-spes-manning-pune-gurugram-bengaluru-4-to-8-years-280326012509,Data Analyst,2026-04-29 17:11:46,data analyst,Data Analyst,4.0,False,,"['pyspark', 'data analysis', 'sql', 'python', 'data analytics', 'data reporting', 'analysis', 'analytics']","pyspark, data analysis, sql, python, data analytics, data reporting, analysis, analytics","pyspark, data analysis, sql, python, data analytics, data reporting, analysis, analytics"
Naukri,Data Analyst with Hadoop,Asky Services Llp,5-7 Yrs,Not Disclosed,"Pune, Hyderabad, Gurugram, Bengaluru","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-with-hadoop-asky-services-hyderabad-pune-gurugram-bengaluru-5-to-7-years-270825502639,Data Analyst,2026-04-29 17:11:46,data analyst with hadoop,Data Analyst,5.0,False,,"['metadata', 'python', 'data analysis', 'data management', 'data analytics', 'data validation', 'configuration', 'data mining']","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining","metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Naukri,Data Analyst,Naukri E-hire,2-4 Yrs,6-12 Lacs PA,Pune,"Excel, Power Bi, Tableau, SQL, Data Analysis, Analysis, Data, Bi",1 week ago,https://www.naukri.com/job-listings-data-analyst-naukri-e-hire-pune-2-to-4-years-220426013805,Data Analyst,2026-04-29 17:11:47,data analyst,Data Analyst,2.0,False,6-12 Lacs PA,"['excel', 'power bi', 'tableau', 'sql', 'data analysis', 'analysis', 'data', 'bi']","excel, power bi, tableau, sql, data analysis, analysis, data, bi","excel, power bi, tableau, sql, data analysis, analysis, data, bi"
Naukri,Data Scientist-EDA,Wipro,5-7 Yrs,22.5-30 Lacs PA,"Pune, Chennai, Bengaluru","EDA, Artificial Intelligence, Machine Learning Algorithms, Data Analytics, Machine Learning, Advanced Analytics, Machine, Analytics",1 week ago,https://www.naukri.com/job-listings-data-scientist-eda-wipro-pune-chennai-bengaluru-5-to-7-years-210426033588,Data Scientist,2026-04-29 17:12:00,data scientist-eda,Data Scientist,5.0,False,22.5-30 Lacs PA,"['eda', 'artificial intelligence', 'machine learning algorithms', 'data analytics', 'machine learning', 'advanced analytics', 'machine', 'analytics']","eda, artificial intelligence, machine learning algorithms, data analytics, machine learning, advanced analytics, machine, analytics","eda, artificial intelligence, machine learning algorithms, data analytics, machine learning, advanced analytics, machine, analytics"
Naukri,Data Scientist,Maddisoft Solutions,0-5 Yrs,Not Disclosed,"Pune, Hyderabad","Power Bi Reports, Regression, Data Visualization, Clustering, Python, Excel, Power Bi, Factoring",3 days ago,https://www.naukri.com/job-listings-data-scientist-maddisoft-solutions-hyderabad-pune-0-to-5-years-171025022506,Data Scientist,2026-04-29 17:12:00,data scientist,Data Scientist,0.0,True,,"['power bi reports', 'regression', 'data visualization', 'clustering', 'python', 'excel', 'power bi', 'factoring']","power bi reports, regression, data visualization, clustering, python, excel, power bi, factoring","power bi reports, regression, data visualization, clustering, python, excel, power bi, factoring"
Naukri,Data Scientist - NLP Focused,Siemens,5-10 Yrs,Not Disclosed,Pune,"data scientist, rest, python, data analysis, natural language processing, forecasting, nltk, data mining",2 weeks ago,https://www.naukri.com/job-listings-data-scientist-nlp-focused-siemens-limited-pune-5-to-10-years-090426926646,Data Scientist,2026-04-29 17:12:00,data scientist - nlp focused,Data Scientist,5.0,False,,"['data scientist', 'rest', 'python', 'data analysis', 'natural language processing', 'forecasting', 'nltk', 'data mining']","data scientist, rest, python, data analysis, natural language processing, forecasting, nltk, data mining","data scientist, rest, python, data analysis, natural language processing, forecasting, nltk, data mining"
Naukri,Deep Learning / Machine Learning / Data Scientist Intern,Pivotchain Solutions,N/A,Unpaid,Pune,,Starts in 1-3 months,https://www.naukri.com/job-listings-deep-learning-machine-learning-data-scientist-intern-pivotchain-pune-0-to-2-years-111224502998,Data Scientist,2026-04-29 17:12:00,deep learning / machine learning / data scientist intern,Data Scientist,,False,Unpaid,"['machine learning', 'deep learning']","machine learning, deep learning","machine learning, deep learning"
Naukri,AI ML/Data Scientist,Tata Consultancy Services,4-9 Yrs,Not Disclosed,"Pune, Hyderabad, Chennai","Data Science, Artificial Intelligence, Machine Learning, Science, Machine, Intelligence, Data, Ml",2 weeks ago,https://www.naukri.com/job-listings-ai-ml-data-scientist-tata-consultancy-services-hyderabad-pune-chennai-4-to-9-years-140426021000,Data Scientist,2026-04-29 17:12:00,ai ml/data scientist,Data Scientist,4.0,False,,"['data science', 'artificial intelligence', 'machine learning', 'science', 'machine', 'intelligence', 'data', 'ml']","data science, artificial intelligence, machine learning, science, machine, intelligence, data, ml","data science, artificial intelligence, machine learning, science, machine, intelligence, data, ml"
Naukri,Internship - Seeking Data Scientist Intern,Dendrite,N/A,Unpaid,Pune,,Starts in 1-3 months,https://www.naukri.com/job-listings-internship-seeking-data-scientist-intern-dendrite-ai-pune-0-to-1-years-230925505084,Data Scientist,2026-04-29 17:12:01,internship - seeking data scientist intern,Data Scientist,,False,Unpaid,['general ai/ml'],general ai/ml,general ai/ml
Naukri,Data Scientist,Solytics Partners,3-6 Yrs,16-31 Lacs PA,Hybrid - Pune,"Data Science, Pythin, Machine Learning, Anti Money Laundering, Fraud Detection, Science, Fraud, Money Laundering",2 weeks ago,https://www.naukri.com/job-listings-data-scientist-solytics-partners-pune-3-to-6-years-140426027682,Data Scientist,2026-04-29 17:12:01,data scientist,Data Scientist,3.0,False,16-31 Lacs PA,"['data science', 'pythin', 'machine learning', 'anti money laundering', 'fraud detection', 'science', 'fraud', 'money laundering']","data science, pythin, machine learning, anti money laundering, fraud detection, science, fraud, money laundering","data science, pythin, machine learning, anti money laundering, fraud detection, science, fraud, money laundering"
Naukri,Data Scientist,Rolls-Royce,6-10 Yrs,Not Disclosed,Pune,"Version control, Machine learning, Agile, Scrum, test driven development, data visualization, Stakeholder management, MATLAB",3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-rolls-royce-india-private-ltd-pune-6-to-10-years-240226500847,Data Scientist,2026-04-29 17:12:01,data scientist,Data Scientist,6.0,False,,"['version control', 'machine learning', 'agile', 'scrum', 'test driven development', 'data visualization', 'stakeholder management', 'matlab']","version control, machine learning, agile, scrum, test driven development, data visualization, stakeholder management, matlab","version control, machine learning, agile, scrum, test driven development, data visualization, stakeholder management, matlab"
Naukri,Data Scientist,Jash Data Sciences,0-5 Yrs,Not Disclosed,Pune,"Computer science, Performance tuning, GIT, Postgresql, Django, Machine learning, OLAP, OLTP",3+ weeks ago,https://www.naukri.com/job-listings-data-scientist-jash-data-sciences-pune-0-to-5-years-051224504516,Data Scientist,2026-04-29 17:12:01,data scientist,Data Scientist,0.0,True,,"['computer science', 'performance tuning', 'git', 'postgresql', 'django', 'machine learning', 'olap', 'oltp']","computer science, performance tuning, git, postgresql, django, machine learning, olap, oltp","computer science, performance tuning, git, postgresql, django, machine learning, olap, oltp"
Naukri,Data Scientists,Deeptek,3-7 Yrs,Not Disclosed,Pune,"Computer vision, Medical imaging, Linux, data science, Neural networks, Machine learning, Programming, Manager Technology",3+ weeks ago,https://www.naukri.com/job-listings-data-scientists-deeptek-pune-3-to-7-years-160922502456,Data Scientist,2026-04-29 17:12:02,data scientists,Data Scientist,3.0,False,,"['computer vision', 'medical imaging', 'linux', 'data science', 'neural networks', 'machine learning', 'programming', 'manager technology']","computer vision, medical imaging, linux, data science, neural networks, machine learning, programming, manager technology","computer vision, medical imaging, linux, data science, neural networks, machine learning, programming, manager technology"
Naukri,Data Scientist,Mindteck,3-8 Yrs,Not Disclosed,Hybrid - Pune,"Gen AI, Data Scientist, LLMs/RAG, Gen, Artificial Intelligence, Data",Few hours ago,https://www.naukri.com/job-listings-data-scientist-mindteck-pune-3-to-8-years-290426014067,Data Scientist,2026-04-29 17:12:02,data scientist,Data Scientist,3.0,False,,"['gen ai', 'data scientist', 'llms/rag', 'gen', 'artificial intelligence', 'data']","gen ai, data scientist, llms/rag, gen, artificial intelligence, data","gen ai, data scientist, llms/rag, gen, artificial intelligence, data"
Naukri,Data Scientist,Pratiti Technologies,2-5 Yrs,Not Disclosed,Hybrid - Pune,"Tensorflow, Pytorch, Opencv, Machine Learning, Python, Deep Learning, Scikit-Learn, SQL",Few hours ago,https://www.naukri.com/job-listings-data-scientist-pratiti-technologies-pune-2-to-5-years-290426014293,Data Scientist,2026-04-29 17:12:02,data scientist,Data Scientist,2.0,False,,"['tensorflow', 'pytorch', 'opencv', 'machine learning', 'python', 'deep learning', 'scikit-learn', 'sql']","tensorflow, pytorch, opencv, machine learning, python, deep learning, scikit-learn, sql","tensorflow, pytorch, opencv, machine learning, python, deep learning, scikit-learn, sql"
Naukri,Data Scientist,Barclays,1-6 Yrs,Not Disclosed,Pune,"Analyst, Risk assessment, data visualization, Continuous improvement, Business solutions, Operations, Analytics, SQL",1 week ago,https://www.naukri.com/job-listings-data-scientist-barclays-shared-services-pune-1-to-6-years-210426502912,Data Scientist,2026-04-29 17:12:02,data scientist,Data Scientist,1.0,True,,"['analyst', 'risk assessment', 'data visualization', 'continuous improvement', 'business solutions', 'operations', 'analytics', 'sql']","analyst, risk assessment, data visualization, continuous improvement, business solutions, operations, analytics, sql","analyst, risk assessment, data visualization, continuous improvement, business solutions, operations, analytics, sql"
Naukri,Data Scientist,Fibe,3-6 Yrs,Not Disclosed,Pune(Viman Nagar),"Data Science, Machine Learning, Statistical Modeling, Data, Statistics, Science, Machine, Modeling",2 weeks ago,https://www.naukri.com/job-listings-data-scientist-fibe-pune-3-to-6-years-071125012890,Data Scientist,2026-04-29 17:12:03,data scientist,Data Scientist,3.0,False,,"['data science', 'machine learning', 'statistical modeling', 'data', 'statistics', 'science', 'machine', 'modeling']","data science, machine learning, statistical modeling, data, statistics, science, machine, modeling","data science, machine learning, statistical modeling, data, statistics, science, machine, modeling"
Naukri,Data Scientist,ti Steps,4-9 Yrs,5.5-11 Lacs PA,Pune,"Artificial Intelligence, Natural Language Processing, Machine Learning, Predictive Modeling, Statistical Modeling, Python, Languages, Intelligence",2 weeks ago,https://www.naukri.com/job-listings-data-scientist-ti-steps-pune-4-to-9-years-150426018091,Data Scientist,2026-04-29 17:12:03,data scientist,Data Scientist,4.0,False,5.5-11 Lacs PA,"['artificial intelligence', 'natural language processing', 'machine learning', 'predictive modeling', 'statistical modeling', 'python', 'languages', 'intelligence']","artificial intelligence, natural language processing, machine learning, predictive modeling, statistical modeling, python, languages, intelligence","artificial intelligence, natural language processing, machine learning, predictive modeling, statistical modeling, python, languages, intelligence"
Naukri,Data Scientist,Verdantas,4-7 Yrs,Not Disclosed,Pune,"emerging technologies, algorithms, python, data analysis, mathematics, power bi, visualization tools, machine learning",1 day ago,https://www.naukri.com/job-listings-data-scientist-verdantas-pune-4-to-7-years-280426501494,Data Scientist,2026-04-29 17:12:03,data scientist,Data Scientist,4.0,False,,"['emerging technologies', 'algorithms', 'python', 'data analysis', 'mathematics', 'power bi', 'visualization tools', 'machine learning']","emerging technologies, algorithms, python, data analysis, mathematics, power bi, visualization tools, machine learning","emerging technologies, algorithms, python, data analysis, mathematics, power bi, visualization tools, machine learning"
Naukri,AI Data Scientist,Enthralltech,2-5 Yrs,Not Disclosed,Pune,"Computer science, Data analysis, Usage, data science, Analytical, Machine learning, Programming, Deployment",3+ weeks ago,https://www.naukri.com/job-listings-ai-data-scientist-enthralltech-pvt-ltd-pune-2-to-5-years-300424501377,Data Scientist,2026-04-29 17:12:03,ai data scientist,Data Scientist,2.0,False,,"['computer science', 'data analysis', 'usage', 'data science', 'analytical', 'machine learning', 'programming', 'deployment']","computer science, data analysis, usage, data science, analytical, machine learning, programming, deployment","computer science, data analysis, usage, data science, analytical, machine learning, programming, deployment"
Naukri,Data scientist / ML Engineer -- US Client (Analytics),US MNC (analytics),3-8 Yrs,20-35 Lacs PA,"Hybrid - Pune, Gurugram, Bengaluru","Python, Predictive Modeling, Logistic Regression, Artificial Intelligence, risk modeling, Natural Language Processing, Machine Learning, Fraud detection",1 week ago,https://www.naukri.com/job-listings-data-scientist-ml-engineer-us-client-analytics-aspyra-hr-services-pune-gurugram-bengaluru-3-to-8-years-170426024198,Data Scientist,2026-04-29 17:12:04,data scientist / ml engineer -- us client (analytics),Data Analyst,3.0,False,20-35 Lacs PA,"['python', 'predictive modeling', 'logistic regression', 'artificial intelligence', 'risk modeling', 'natural language processing', 'machine learning', 'fraud detection']","python, predictive modeling, logistic regression, artificial intelligence, risk modeling, natural language processing, machine learning, fraud detection","python, predictive modeling, logistic regression, artificial intelligence, risk modeling, natural language processing, machine learning, fraud detection"
Naukri,Data Scientist/8+ YOE/Immediate - 15 days joiners only/Pune (WFO),D2N Solutions,8-13 Yrs,30-32.5 Lacs PA,Pune,"Graph neural network, Data Scientist, Anomaly detection, Python, Fraud Detection, Immediate Joiners, Graph, Data",1 week ago,https://www.naukri.com/job-listings-data-scientist-8-yoe-immediate-15-days-joiners-only-pune-wfo-d2n-solutions-pune-8-to-13-years-210426914515,Data Scientist,2026-04-29 17:12:04,data scientist/8+ yoe/immediate - 15 days joiners only/pune (wfo),Data Scientist,8.0,False,30-32.5 Lacs PA,"['graph neural network', 'data scientist', 'anomaly detection', 'python', 'fraud detection', 'immediate joiners', 'graph', 'data']","graph neural network, data scientist, anomaly detection, python, fraud detection, immediate joiners, graph, data","graph neural network, data scientist, anomaly detection, python, fraud detection, immediate joiners, graph, data"
Naukri,Sr. D&T Data Scientist,General Mills,10-12 Yrs,Not Disclosed,"Hybrid - Pune, Mumbai","Data Science, GCP, Bigquery, Machine Learning, Science, TD, SR, T",2 weeks ago,https://www.naukri.com/job-listings-sr-d-t-data-scientist-general-mills-mumbai-pune-10-to-12-years-130426029777,Data Scientist,2026-04-29 17:12:10,sr. d&t data scientist,Data Scientist,10.0,False,,"['data science', 'gcp', 'bigquery', 'machine learning', 'science', 'td', 'sr', 't']","data science, gcp, bigquery, machine learning, science, td, sr, t","data science, gcp, bigquery, machine learning, science, td, sr, t"
Naukri,"Lead Data Scientist, AI and Machine Learning",Hilabs,3-8 Yrs,Not Disclosed,Pune,"Python or Scala programming, AI and Machine Learning, Python, Applied ML in healthcare, ML best practices, ML algorithms and mathematics, big data processing, model deployment and optimization",2 days ago,https://www.naukri.com/job-listings-lead-data-scientist-ai-and-machine-learning-hilabs-pune-3-to-8-years-080126022816,Data Scientist,2026-04-29 17:12:11,"lead data scientist, ai and machine learning",Data Scientist,3.0,False,,"['python or scala programming', 'ai and machine learning', 'python', 'applied ml in healthcare', 'ml best practices', 'ml algorithms and mathematics', 'big data processing', 'model deployment and optimization']","python or scala programming, ai and machine learning, python, applied ml in healthcare, ml best practices, ml algorithms and mathematics, big data processing, model deployment and optimization","python or scala programming, ai and machine learning, python, applied ml in healthcare, ml best practices, ml algorithms and mathematics, big data processing, model deployment and optimization"
Naukri,Data Scientist AIML,Tata Consultancy Services,5-10 Yrs,Not Disclosed,"Pune, Hyderabad, Chennai","AI Agents, Data Scientist, AIML, Chat bots, RAG, Chatbot, Bot, Artificial Intelligence",5 days ago,https://www.naukri.com/job-listings-data-scientist-aiml-tata-consultancy-services-hyderabad-pune-chennai-5-to-10-years-240426011912,Data Scientist,2026-04-29 17:12:11,data scientist aiml,Data Scientist,5.0,False,,"['ai agents', 'data scientist', 'aiml', 'chat bots', 'rag', 'chatbot', 'bot', 'artificial intelligence']","ai agents, data scientist, aiml, chat bots, rag, chatbot, bot, artificial intelligence","ai agents, data scientist, aiml, chat bots, rag, chatbot, bot, artificial intelligence"
Naukri,Data Scientist,Teksystems,10-12 Yrs,Not Disclosed,Pune,"deep learning, Neural networks, Machine learning, Programming, model development, Transformers, Data analytics, Fraud detection",1 day ago,https://www.naukri.com/job-listings-data-scientist-teksystems-pune-10-to-12-years-280426502726,Data Scientist,2026-04-29 17:12:11,data scientist,Data Scientist,10.0,False,,"['deep learning', 'neural networks', 'machine learning', 'programming', 'model development', 'transformers', 'data analytics', 'fraud detection']","deep learning, neural networks, machine learning, programming, model development, transformers, data analytics, fraud detection","deep learning, neural networks, machine learning, programming, model development, transformers, data analytics, fraud detection"
Naukri,Senior Data Scientist (Machine Learning),Tredence,5-8 Yrs,Not Disclosed,"Hybrid - Pune, Hyderabad, Bengaluru","Advanced Analytics, Machine Learning, Predictive Modeling, Artificial Intelligence, Statistical Modeling, Data Analytics, Statistics, Predictive Analytics",5 days ago,https://www.naukri.com/job-listings-senior-data-scientist-machine-learning-tredence-hyderabad-pune-bengaluru-5-to-8-years-240426012885,Data Scientist,2026-04-29 17:12:11,senior data scientist (machine learning),Data Scientist,5.0,False,,"['advanced analytics', 'machine learning', 'predictive modeling', 'artificial intelligence', 'statistical modeling', 'data analytics', 'statistics', 'predictive analytics']","advanced analytics, machine learning, predictive modeling, artificial intelligence, statistical modeling, data analytics, statistics, predictive analytics","advanced analytics, machine learning, predictive modeling, artificial intelligence, statistical modeling, data analytics, statistics, predictive analytics"
Naukri,Data Scientist AIML (Berribot AI),Tata Consultancy Services,5-10 Yrs,Not Disclosed,"Pune, Hyderabad, Bengaluru","Data Science, Artificial Intelligence, Machine Learning, Python, Data, Machine, Intelligence, Science",Today,https://www.naukri.com/job-listings-data-scientist-aiml-berribot-ai-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-10-years-290426011150,Data Scientist,2026-04-29 17:12:11,data scientist aiml (berribot ai),Data Scientist,5.0,False,,"['data science', 'artificial intelligence', 'machine learning', 'python', 'data', 'machine', 'intelligence', 'science']","data science, artificial intelligence, machine learning, python, data, machine, intelligence, science","data science, artificial intelligence, machine learning, python, data, machine, intelligence, science"
Naukri,Data Scientist-AIML,Leading IT Service and Consulting Organization,3-8 Yrs,Not Disclosed,"Hybrid - Pune, Hyderabad, Chennai","Large Language Model, Artificial Intelligence, Natural Language Processing, Machine Learning, Python, Tensorflow, Pytorch, Image Processing",5 days ago,https://www.naukri.com/job-listings-data-scientist-aiml-anlage-infotech-hyderabad-pune-chennai-3-to-8-years-230426035562,Data Scientist,2026-04-29 17:12:12,data scientist-aiml,Data Scientist,3.0,False,,"['large language model', 'artificial intelligence', 'natural language processing', 'machine learning', 'python', 'tensorflow', 'pytorch', 'image processing']","large language model, artificial intelligence, natural language processing, machine learning, python, tensorflow, pytorch, image processing","large language model, artificial intelligence, natural language processing, machine learning, python, tensorflow, pytorch, image processing"
Naukri,Data Scientist,Tekskills india,7-10 Yrs,Not Disclosed,Pune,"Azure, Data Scientist, Databricks Synapse, ML/AI, Ml, Artificial Intelligence, Data, Microsoft Azure",1 day ago,https://www.naukri.com/job-listings-data-scientist-tekskills-pune-7-to-10-years-280426934136,Data Scientist,2026-04-29 17:12:12,data scientist,Data Scientist,7.0,False,,"['azure', 'data scientist', 'databricks synapse', 'ml/ai', 'ml', 'artificial intelligence', 'data', 'microsoft azure']","azure, data scientist, databricks synapse, ml/ai, ml, artificial intelligence, data, microsoft azure","azure, data scientist, databricks synapse, ml/ai, ml, artificial intelligence, data, microsoft azure"
Naukri,Data Scientists - Gen AI / Agentic AI,Kanini Software Solutions,5-10 Yrs,Not Disclosed,"Hybrid - Pune, Chennai, Bengaluru","Agentic Ai, Generative Ai, Large Language Model, Azure Cloud, Retrieval Augmented Generation, Crewai, Languages, Large",1 week ago,https://www.naukri.com/job-listings-data-scientists-gen-ai-agentic-ai-kanini-software-solutions-pune-chennai-bengaluru-5-to-10-years-210426018859,Data Scientist,2026-04-29 17:12:12,data scientists - gen ai / agentic ai,Data Scientist,5.0,False,,"['agentic ai', 'generative ai', 'large language model', 'azure cloud', 'retrieval augmented generation', 'crewai', 'languages', 'large']","agentic ai, generative ai, large language model, azure cloud, retrieval augmented generation, crewai, languages, large","agentic ai, generative ai, large language model, azure cloud, retrieval augmented generation, crewai, languages, large"
